periodo,valor,indicator_id,title,ods_number,unit
2010,51.9979177797,1.2.1(2),"1.2.1(2) Proporción de la población que vive por debajo del umbral nacional de la pobreza, desglosada por sexo y edad (2008 - 2014) [Histórico]",1,Porcentaje
2008,49.0168798527,1.2.1(2),"1.2.1(2) Proporción de la población que vive por debajo del umbral nacional de la pobreza, desglosada por sexo y edad (2008 - 2014) [Histórico]",1,Porcentaje
2022,43.52942976,1.2.1.A,"1.2.1.a Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico (Entidad federativa)",1,Porcentaje
2020,52.77346101,1.2.1.A,"1.2.1.a Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico (Entidad federativa)",1,Porcentaje
2018,49.88433914,1.2.1.A,"1.2.1.a Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico (Entidad federativa)",1,Porcentaje
2016,50.78332193,1.2.1.A,"1.2.1.a Proporción de la población que vive por debajo del umbral nacional de la pobreza, por desglose geográfico (Entidad federativa)",1,Porcentaje
2022,36.3141904843,1.2.2(1),"1.2.2(1) Proporción de hombres, mujeres y niños de todas las edades que viven en la pobreza en todas sus dimensiones, de acuerdo con las definiciones nacionales (2016 - 2022)",1,Porcentaje
2020,43.9113547784,1.2.2(1),"1.2.2(1) Proporción de hombres, mujeres y niños de todas las edades que viven en la pobreza en todas sus dimensiones, de acuerdo con las definiciones nacionales (2016 - 2022)",1,Porcentaje
2018,41.9059105108,1.2.2(1),"1.2.2(1) Proporción de hombres, mujeres y niños de todas las edades que viven en la pobreza en todas sus dimensiones, de acuerdo con las definiciones nacionales (2016 - 2022)",1,Porcentaje
2016,43.2314482601,1.2.2(1),"1.2.2(1) Proporción de hombres, mujeres y niños de todas las edades que viven en la pobreza en todas sus dimensiones, de acuerdo con las definiciones nacionales (2016 - 2022)",1,Porcentaje
2014,46.1675384208,1.2.2(2),"1.2.2(2) Proporción de hombres, mujeres y niños de todas las edades que viven en la pobreza en todas sus dimensiones, de acuerdo con las definiciones nacionales (2008 - 2014) [Histórico]",1,Porcentaje
2012,45.4792025356,1.2.2(2),"1.2.2(2) Proporción de hombres, mujeres y niños de todas las edades que viven en la pobreza en todas sus dimensiones, de acuerdo con las definiciones nacionales (2008 - 2014) [Histórico]",1,Porcentaje
2010,46.1090930794,1.2.2(2),"1.2.2(2) Proporción de hombres, mujeres y niños de todas las edades que viven en la pobreza en todas sus dimensiones, de acuerdo con las definiciones nacionales (2008 - 2014) [Histórico]",1,Porcentaje
2008,44.3580844763,1.2.2(2),"1.2.2(2) Proporción de hombres, mujeres y niños de todas las edades que viven en la pobreza en todas sus dimensiones, de acuerdo con las definiciones nacionales (2008 - 2014) [Histórico]",1,Porcentaje
2022,49.816227169,1.3.1.,"1.3.1. Proporción de la población cubierta por sistemas o niveles mínimos de protección social, desglosada por sexo y grupos edad",1,Porcentaje
2020,47.952215102,1.3.1.,"1.3.1. Proporción de la población cubierta por sistemas o niveles mínimos de protección social, desglosada por sexo y grupos edad",1,Porcentaje
2018,46.537495443,1.3.1.,"1.3.1. Proporción de la población cubierta por sistemas o niveles mínimos de protección social, desglosada por sexo y grupos edad",1,Porcentaje
2016,45.885240859,1.3.1.,"1.3.1. Proporción de la población cubierta por sistemas o niveles mínimos de protección social, desglosada por sexo y grupos edad",1,Porcentaje
2024,80.48,1.4.1,1.4.1 Proporción de la población que vive en hogares con acceso a los servicios básicos,1,Porcentaje
2022,76.75,1.4.1,1.4.1 Proporción de la población que vive en hogares con acceso a los servicios básicos,1,Porcentaje
2020,75.6,1.4.1,1.4.1 Proporción de la población que vive en hogares con acceso a los servicios básicos,1,Porcentaje
2018,70.93,1.4.1,1.4.1 Proporción de la población que vive en hogares con acceso a los servicios básicos,1,Porcentaje
2016,70.22,1.4.1,1.4.1 Proporción de la población que vive en hogares con acceso a los servicios básicos,1,Porcentaje
2020,0.747042434195653,1.4.2,"1.4.2 Proporción del total de la población adulta con derechos seguros de tenencia de la tierra que posee documentación reconocida legalmente al respecto, desglosada por sexo y tipo de tenencia",1,Porcentaje
2024,602.558698879457,1.5.1,"1.5.1 Número de personas muertas, desaparecidas y afectadas directamente atribuido a desastres por cada 100 000 habitantes",1,Tasa por cada 100 mil habitantes
2023,947.968134329999,1.5.1,"1.5.1 Número de personas muertas, desaparecidas y afectadas directamente atribuido a desastres por cada 100 000 habitantes",1,Tasa por cada 100 mil habitantes
2022,202.40419587245,1.5.1,"1.5.1 Número de personas muertas, desaparecidas y afectadas directamente atribuido a desastres por cada 100 000 habitantes",1,Tasa por cada 100 mil habitantes
2021,276.531112085932,1.5.1,"1.5.1 Número de personas muertas, desaparecidas y afectadas directamente atribuido a desastres por cada 100 000 habitantes",1,Tasa por cada 100 mil habitantes
2020,1371.74633529914,1.5.1,"1.5.1 Número de personas muertas, desaparecidas y afectadas directamente atribuido a desastres por cada 100 000 habitantes",1,Tasa por cada 100 mil habitantes
2019,3531.42798283467,1.5.1,"1.5.1 Número de personas muertas, desaparecidas y afectadas directamente atribuido a desastres por cada 100 000 habitantes",1,Tasa por cada 100 mil habitantes
2018,840.37198074963,1.5.1,"1.5.1 Número de personas muertas, desaparecidas y afectadas directamente atribuido a desastres por cada 100 000 habitantes",1,Tasa por cada 100 mil habitantes
2017,16051.2084616501,1.5.1,"1.5.1 Número de personas muertas, desaparecidas y afectadas directamente atribuido a desastres por cada 100 000 habitantes",1,Tasa por cada 100 mil habitantes
2016,4470.03822791218,1.5.1,"1.5.1 Número de personas muertas, desaparecidas y afectadas directamente atribuido a desastres por cada 100 000 habitantes",1,Tasa por cada 100 mil habitantes
2015,2363.50458866236,1.5.1,"1.5.1 Número de personas muertas, desaparecidas y afectadas directamente atribuido a desastres por cada 100 000 habitantes",1,Tasa por cada 100 mil habitantes
2014,1179.91746853219,1.5.1,"1.5.1 Número de personas muertas, desaparecidas y afectadas directamente atribuido a desastres por cada 100 000 habitantes",1,Tasa por cada 100 mil habitantes
2013,2677.33228474538,1.5.1,"1.5.1 Número de personas muertas, desaparecidas y afectadas directamente atribuido a desastres por cada 100 000 habitantes",1,Tasa por cada 100 mil habitantes
2012,877.397778911135,1.5.1,"1.5.1 Número de personas muertas, desaparecidas y afectadas directamente atribuido a desastres por cada 100 000 habitantes",1,Tasa por cada 100 mil habitantes
2011,1534.72768725286,1.5.1,"1.5.1 Número de personas muertas, desaparecidas y afectadas directamente atribuido a desastres por cada 100 000 habitantes",1,Tasa por cada 100 mil habitantes
2010,1743.05047326257,1.5.1,"1.5.1 Número de personas muertas, desaparecidas y afectadas directamente atribuido a desastres por cada 100 000 habitantes",1,Tasa por cada 100 mil habitantes
2009,493.58191979176,1.5.1,"1.5.1 Número de personas muertas, desaparecidas y afectadas directamente atribuido a desastres por cada 100 000 habitantes",1,Tasa por cada 100 mil habitantes
2008,1349.982297687,1.5.1,"1.5.1 Número de personas muertas, desaparecidas y afectadas directamente atribuido a desastres por cada 100 000 habitantes",1,Tasa por cada 100 mil habitantes
2007,2787.30376571123,1.5.1,"1.5.1 Número de personas muertas, desaparecidas y afectadas directamente atribuido a desastres por cada 100 000 habitantes",1,Tasa por cada 100 mil habitantes
2006,504.797455284707,1.5.1,"1.5.1 Número de personas muertas, desaparecidas y afectadas directamente atribuido a desastres por cada 100 000 habitantes",1,Tasa por cada 100 mil habitantes
2005,771.594959565991,1.5.1,"1.5.1 Número de personas muertas, desaparecidas y afectadas directamente atribuido a desastres por cada 100 000 habitantes",1,Tasa por cada 100 mil habitantes
2004,114.802452807471,1.5.1,"1.5.1 Número de personas muertas, desaparecidas y afectadas directamente atribuido a desastres por cada 100 000 habitantes",1,Tasa por cada 100 mil habitantes
2003,1125.71545743874,1.5.1,"1.5.1 Número de personas muertas, desaparecidas y afectadas directamente atribuido a desastres por cada 100 000 habitantes",1,Tasa por cada 100 mil habitantes
2002,7136.30218755848,1.5.1,"1.5.1 Número de personas muertas, desaparecidas y afectadas directamente atribuido a desastres por cada 100 000 habitantes",1,Tasa por cada 100 mil habitantes
2001,167.893798313091,1.5.1,"1.5.1 Número de personas muertas, desaparecidas y afectadas directamente atribuido a desastres por cada 100 000 habitantes",1,Tasa por cada 100 mil habitantes
2000,50.076410010719,1.5.1,"1.5.1 Número de personas muertas, desaparecidas y afectadas directamente atribuido a desastres por cada 100 000 habitantes",1,Tasa por cada 100 mil habitantes
2024,96.8,1.5.4,1.5.4 Proporción de gobiernos locales que adoptan y aplican estrategias locales de reducción del riesgo de desastres en consonancia con las estrategias nacionales de reducción del riesgo de desastres,1,Porcentaje
2023,96.875,1.5.4,1.5.4 Proporción de gobiernos locales que adoptan y aplican estrategias locales de reducción del riesgo de desastres en consonancia con las estrategias nacionales de reducción del riesgo de desastres,1,Porcentaje
2022,87.5,1.5.4,1.5.4 Proporción de gobiernos locales que adoptan y aplican estrategias locales de reducción del riesgo de desastres en consonancia con las estrategias nacionales de reducción del riesgo de desastres,1,Porcentaje
2021,4.67958343904303,1.A.1,1.a.1 Total de las subvenciones de asistencia oficial para el desarrollo de todos los donantes que se centran en la reducción de la pobreza como porcentaje del ingreso nacional bruto del país receptor,1,Porcentaje
2020,5.05557751523323,1.A.1,1.a.1 Total de las subvenciones de asistencia oficial para el desarrollo de todos los donantes que se centran en la reducción de la pobreza como porcentaje del ingreso nacional bruto del país receptor,1,Porcentaje
2019,3.64675393729141,1.A.1,1.a.1 Total de las subvenciones de asistencia oficial para el desarrollo de todos los donantes que se centran en la reducción de la pobreza como porcentaje del ingreso nacional bruto del país receptor,1,Porcentaje
2018,3.84474170182281,1.A.1,1.a.1 Total de las subvenciones de asistencia oficial para el desarrollo de todos los donantes que se centran en la reducción de la pobreza como porcentaje del ingreso nacional bruto del país receptor,1,Porcentaje
2020,57.4092720034414,1.A.2,"1.a.2 Proporción del gasto público total en servicios esenciales (educación, salud y protección social)",1,Porcentaje
2019,40.9404042698273,1.A.2,"1.a.2 Proporción del gasto público total en servicios esenciales (educación, salud y protección social)",1,Porcentaje
2018,38.6506023110417,1.A.2,"1.a.2 Proporción del gasto público total en servicios esenciales (educación, salud y protección social)",1,Porcentaje
2017,38.8347130357698,1.A.2,"1.a.2 Proporción del gasto público total en servicios esenciales (educación, salud y protección social)",1,Porcentaje
2016,36.2254919654614,1.A.2,"1.a.2 Proporción del gasto público total en servicios esenciales (educación, salud y protección social)",1,Porcentaje
2015,37.9967822451216,1.A.2,"1.a.2 Proporción del gasto público total en servicios esenciales (educación, salud y protección social)",1,Porcentaje
2014,38.0695839094534,1.A.2,"1.a.2 Proporción del gasto público total en servicios esenciales (educación, salud y protección social)",1,Porcentaje
2013,37.8141369581104,1.A.2,"1.a.2 Proporción del gasto público total en servicios esenciales (educación, salud y protección social)",1,Porcentaje
2012,38.2985982905102,1.A.2,"1.a.2 Proporción del gasto público total en servicios esenciales (educación, salud y protección social)",1,Porcentaje
2011,38.4492022070094,1.A.2,"1.a.2 Proporción del gasto público total en servicios esenciales (educación, salud y protección social)",1,Porcentaje
2010,37.6574000949831,1.A.2,"1.a.2 Proporción del gasto público total en servicios esenciales (educación, salud y protección social)",1,Porcentaje
2009,37.1043008247237,1.A.2,"1.a.2 Proporción del gasto público total en servicios esenciales (educación, salud y protección social)",1,Porcentaje
2008,42.270516153323,1.A.2,"1.a.2 Proporción del gasto público total en servicios esenciales (educación, salud y protección social)",1,Porcentaje
2007,38.0668906593115,1.A.2,"1.a.2 Proporción del gasto público total en servicios esenciales (educación, salud y protección social)",1,Porcentaje
2006,37.1262472366751,1.A.2,"1.a.2 Proporción del gasto público total en servicios esenciales (educación, salud y protección social)",1,Porcentaje
2022,7.641485725,10.1.1.,"10.1.1. Tasas de crecimiento per cápita de los gastos o ingresos de los hogares del 40% más pobre de la población y la población total , desglosada por sexo, edad, ámbito de residencia, pertenencia étnica y personas con discapacidad",10,Porcentaje
2020,-3.500262481,10.1.1.,"10.1.1. Tasas de crecimiento per cápita de los gastos o ingresos de los hogares del 40% más pobre de la población y la población total , desglosada por sexo, edad, ámbito de residencia, pertenencia étnica y personas con discapacidad",10,Porcentaje
2018,-1.247399163,10.1.1.,"10.1.1. Tasas de crecimiento per cápita de los gastos o ingresos de los hogares del 40% más pobre de la población y la población total , desglosada por sexo, edad, ámbito de residencia, pertenencia étnica y personas con discapacidad",10,Porcentaje
2022,15.5610189180331,10.2.1,"10.2.1 Proporción de personas que viven por debajo del 50% de la mediana de los ingresos, desglosada por sexo, edad y personas con discapacidad",10,Porcentaje
2020,17.224953409,10.2.1,"10.2.1 Proporción de personas que viven por debajo del 50% de la mediana de los ingresos, desglosada por sexo, edad y personas con discapacidad",10,Porcentaje
2018,16.8981196081,10.2.1,"10.2.1 Proporción de personas que viven por debajo del 50% de la mediana de los ingresos, desglosada por sexo, edad y personas con discapacidad",10,Porcentaje
2016,17.3654464138,10.2.1,"10.2.1 Proporción de personas que viven por debajo del 50% de la mediana de los ingresos, desglosada por sexo, edad y personas con discapacidad",10,Porcentaje
2022,23.7227536200524,10.3.1.,10.3.1. Proporción de la población que declara haberse sentido personalmente discriminada o acosada en los últimos 12 meses por motivos de discriminación prohibidos por el derecho internacional de los derechos humanos,10,Porcentaje
2017,20.176078091443,10.3.1.,10.3.1. Proporción de la población que declara haberse sentido personalmente discriminada o acosada en los últimos 12 meses por motivos de discriminación prohibidos por el derecho internacional de los derechos humanos,10,Porcentaje
2024,29.80284385,10.4.1,10.4.1 Proporción laboral del PIB que comprende los salarios y las transferencias de protección social,10,Porcentaje
2023,28.5807475882949,10.4.1,10.4.1 Proporción laboral del PIB que comprende los salarios y las transferencias de protección social,10,Porcentaje
2022,27.577601421509,10.4.1,10.4.1 Proporción laboral del PIB que comprende los salarios y las transferencias de protección social,10,Porcentaje
2021,27.146083328512,10.4.1,10.4.1 Proporción laboral del PIB que comprende los salarios y las transferencias de protección social,10,Porcentaje
2020,27.2613179147748,10.4.1,10.4.1 Proporción laboral del PIB que comprende los salarios y las transferencias de protección social,10,Porcentaje
2019,25.306552258628,10.4.1,10.4.1 Proporción laboral del PIB que comprende los salarios y las transferencias de protección social,10,Porcentaje
2018,24.7121049035154,10.4.1,10.4.1 Proporción laboral del PIB que comprende los salarios y las transferencias de protección social,10,Porcentaje
2017,24.6247087418903,10.4.1,10.4.1 Proporción laboral del PIB que comprende los salarios y las transferencias de protección social,10,Porcentaje
2016,25.105542326725,10.4.1,10.4.1 Proporción laboral del PIB que comprende los salarios y las transferencias de protección social,10,Porcentaje
2015,25.7722746699001,10.4.1,10.4.1 Proporción laboral del PIB que comprende los salarios y las transferencias de protección social,10,Porcentaje
2014,25.834845457648,10.4.1,10.4.1 Proporción laboral del PIB que comprende los salarios y las transferencias de protección social,10,Porcentaje
2013,26.1727029514597,10.4.1,10.4.1 Proporción laboral del PIB que comprende los salarios y las transferencias de protección social,10,Porcentaje
2012,25.3854890655647,10.4.1,10.4.1 Proporción laboral del PIB que comprende los salarios y las transferencias de protección social,10,Porcentaje
2011,25.4286379717673,10.4.1,10.4.1 Proporción laboral del PIB que comprende los salarios y las transferencias de protección social,10,Porcentaje
2010,25.8856992602165,10.4.1,10.4.1 Proporción laboral del PIB que comprende los salarios y las transferencias de protección social,10,Porcentaje
2009,26.7909649584932,10.4.1,10.4.1 Proporción laboral del PIB que comprende los salarios y las transferencias de protección social,10,Porcentaje
2008,25.7188892507124,10.4.1,10.4.1 Proporción laboral del PIB que comprende los salarios y las transferencias de protección social,10,Porcentaje
2007,25.5582959978799,10.4.1,10.4.1 Proporción laboral del PIB que comprende los salarios y las transferencias de protección social,10,Porcentaje
2006,25.800530114445,10.4.1,10.4.1 Proporción laboral del PIB que comprende los salarios y las transferencias de protección social,10,Porcentaje
2005,26.4136269568128,10.4.1,10.4.1 Proporción laboral del PIB que comprende los salarios y las transferencias de protección social,10,Porcentaje
2004,26.5543148660439,10.4.1,10.4.1 Proporción laboral del PIB que comprende los salarios y las transferencias de protección social,10,Porcentaje
2003,27.6932589928621,10.4.1,10.4.1 Proporción laboral del PIB que comprende los salarios y las transferencias de protección social,10,Porcentaje
2024,10.61673495,10N.1.1,10n.1.1 Crecimiento del ingreso corriente de los hogares por deciles,10,Crecimiento del ingreso corriente promedio de los hogares
2022,11.02556049,10N.1.1,10n.1.1 Crecimiento del ingreso corriente de los hogares por deciles,10,Crecimiento del ingreso corriente promedio de los hogares
2020,-5.820420818,10N.1.1,10n.1.1 Crecimiento del ingreso corriente de los hogares por deciles,10,Crecimiento del ingreso corriente promedio de los hogares
2018,-4.168367282,10N.1.1,10n.1.1 Crecimiento del ingreso corriente de los hogares por deciles,10,Crecimiento del ingreso corriente promedio de los hogares
2024,12.5322901,10N.2.1,10n.2.1 Porcentaje que representa el ingreso de los dos deciles más bajos sobre los dos deciles más altos,10,Porcentaje
2022,11.8821764,10N.2.1,10n.2.1 Porcentaje que representa el ingreso de los dos deciles más bajos sobre los dos deciles más altos,10,Porcentaje
2020,10.9964055,10N.2.1,10n.2.1 Porcentaje que representa el ingreso de los dos deciles más bajos sobre los dos deciles más altos,10,Porcentaje
2018,10.2597881,10N.2.1,10n.2.1 Porcentaje que representa el ingreso de los dos deciles más bajos sobre los dos deciles más altos,10,Porcentaje
2016,9.2618072,10N.2.1,10n.2.1 Porcentaje que representa el ingreso de los dos deciles más bajos sobre los dos deciles más altos,10,Porcentaje
2022,33.8,10N.3.1,"10n.3.1 Porcentaje de la población de 18 años y más, bisexual, gay o lesbiana u otra orientación  que declaró la negación de sus derechos en los últimos cinco años",10,Porcentaje
2017,40.6,10N.3.1,"10n.3.1 Porcentaje de la población de 18 años y más, bisexual, gay o lesbiana u otra orientación  que declaró la negación de sus derechos en los últimos cinco años",10,Porcentaje
2024,0.390521832,10R.4.1A,10r.4.1a Índice de Gini con transferencias,10,Índice
2022,0.401964471182752,10R.4.1A,10r.4.1a Índice de Gini con transferencias,10,Índice
2020,0.414796410452799,10R.4.1A,10r.4.1a Índice de Gini con transferencias,10,Índice
2018,0.426118842028812,10R.4.1A,10r.4.1a Índice de Gini con transferencias,10,Índice
2016,0.449023614106494,10R.4.1A,10r.4.1a Índice de Gini con transferencias,10,Índice
2024,0.450230708722698,10R.4.1B,10r.4.1b Índice de Gini sin transferencias,10,Índice
2022,0.459798233673363,10R.4.1B,10r.4.1b Índice de Gini sin transferencias,10,Índice
2020,0.468052826853261,10R.4.1B,10r.4.1b Índice de Gini sin transferencias,10,Índice
2018,0.475188460797805,10R.4.1B,10r.4.1b Índice de Gini sin transferencias,10,Índice
2016,0.49942761245849,10R.4.1B,10r.4.1b Índice de Gini sin transferencias,10,Índice
2020,10.99972191,11.1.1,11.1.1 Proporción de la población urbana que habita en viviendas precarias,11,Porcentaje
2018,13.14016954,11.1.1,11.1.1 Proporción de la población urbana que habita en viviendas precarias,11,Porcentaje
2016,13.22881894,11.1.1,11.1.1 Proporción de la población urbana que habita en viviendas precarias,11,Porcentaje
2014,13.0458,11.1.1,11.1.1 Proporción de la población urbana que habita en viviendas precarias,11,Porcentaje
2012,17.0635,11.1.1,11.1.1 Proporción de la población urbana que habita en viviendas precarias,11,Porcentaje
2010,15.2967,11.1.1,11.1.1 Proporción de la población urbana que habita en viviendas precarias,11,Porcentaje
2008,16.8289,11.1.1,11.1.1 Proporción de la población urbana que habita en viviendas precarias,11,Porcentaje
2006,14.5601,11.1.1,11.1.1 Proporción de la población urbana que habita en viviendas precarias,11,Porcentaje
2004,17.2567,11.1.1,11.1.1 Proporción de la población urbana que habita en viviendas precarias,11,Porcentaje
2002,20.2916,11.1.1,11.1.1 Proporción de la población urbana que habita en viviendas precarias,11,Porcentaje
2000,23.5667,11.1.1,11.1.1 Proporción de la población urbana que habita en viviendas precarias,11,Porcentaje
1998,28.1296,11.1.1,11.1.1 Proporción de la población urbana que habita en viviendas precarias,11,Porcentaje
1996,31.0206,11.1.1,11.1.1 Proporción de la población urbana que habita en viviendas precarias,11,Porcentaje
1994,31.0505,11.1.1,11.1.1 Proporción de la población urbana que habita en viviendas precarias,11,Porcentaje
1992,35.6778,11.1.1,11.1.1 Proporción de la población urbana que habita en viviendas precarias,11,Porcentaje
2020,30.6746160364171,11.2.1,"11.2.1 Proporción de la población que tiene fácil acceso al transporte público, desglosada por sexo, edad y personas con discapacidad",11,Porcentaje
2019,0.52492284538247,11.3.1,11.3.1 Relación entre la tasa de consumo de tierras y la tasa de crecimiento de la población,11,Ratio
2022,32.4324324324324,11.3.2,11.3.2 Proporción de ciudades con una estructura de participación directa de la sociedad civil en la planificación y la gestión urbanas que opera regular y democráticamente,11,Porcentaje
2021,28.3783783783784,11.3.2,11.3.2 Proporción de ciudades con una estructura de participación directa de la sociedad civil en la planificación y la gestión urbanas que opera regular y democráticamente,11,Porcentaje
2020,27.027027027027,11.3.2,11.3.2 Proporción de ciudades con una estructura de participación directa de la sociedad civil en la planificación y la gestión urbanas que opera regular y democráticamente,11,Porcentaje
2019,18.9189189189189,11.3.2,11.3.2 Proporción de ciudades con una estructura de participación directa de la sociedad civil en la planificación y la gestión urbanas que opera regular y democráticamente,11,Porcentaje
2018,6.75675675675676,11.3.2,11.3.2 Proporción de ciudades con una estructura de participación directa de la sociedad civil en la planificación y la gestión urbanas que opera regular y democráticamente,11,Porcentaje
2021,846.0366637,11.4.1,11.4.1 Total de gasto público per cápita en la protección ambiental,11,Pesos corrientes
2020,794.9656445,11.4.1,11.4.1 Total de gasto público per cápita en la protección ambiental,11,Pesos corrientes
2019,853.2916436,11.4.1,11.4.1 Total de gasto público per cápita en la protección ambiental,11,Pesos corrientes
2018,1006.768307,11.4.1,11.4.1 Total de gasto público per cápita en la protección ambiental,11,Pesos corrientes
2017,1036.284716,11.4.1,11.4.1 Total de gasto público per cápita en la protección ambiental,11,Pesos corrientes
2016,1084.404548,11.4.1,11.4.1 Total de gasto público per cápita en la protección ambiental,11,Pesos corrientes
2015,962.5159171,11.4.1,11.4.1 Total de gasto público per cápita en la protección ambiental,11,Pesos corrientes
2014,1020.114267,11.4.1,11.4.1 Total de gasto público per cápita en la protección ambiental,11,Pesos corrientes
2013,989.6537581,11.4.1,11.4.1 Total de gasto público per cápita en la protección ambiental,11,Pesos corrientes
2012,1077.766074,11.4.1,11.4.1 Total de gasto público per cápita en la protección ambiental,11,Pesos corrientes
2011,1123.635373,11.4.1,11.4.1 Total de gasto público per cápita en la protección ambiental,11,Pesos corrientes
2010,949.457326,11.4.1,11.4.1 Total de gasto público per cápita en la protección ambiental,11,Pesos corrientes
2009,878.9931393,11.4.1,11.4.1 Total de gasto público per cápita en la protección ambiental,11,Pesos corrientes
2008,822.511377,11.4.1,11.4.1 Total de gasto público per cápita en la protección ambiental,11,Pesos corrientes
2007,699.0485664,11.4.1,11.4.1 Total de gasto público per cápita en la protección ambiental,11,Pesos corrientes
2006,572.8427327,11.4.1,11.4.1 Total de gasto público per cápita en la protección ambiental,11,Pesos corrientes
2005,501.3135926,11.4.1,11.4.1 Total de gasto público per cápita en la protección ambiental,11,Pesos corrientes
2004,418.3318941,11.4.1,11.4.1 Total de gasto público per cápita en la protección ambiental,11,Pesos corrientes
2003,388.8553279,11.4.1,11.4.1 Total de gasto público per cápita en la protección ambiental,11,Pesos corrientes
